"vst.mean"	"vst.variance"	"vst.variance.expected"	"vst.variance.standardized"	"vst.variable"
"3644"	0.954	1.14302702702703	1.81594845575885	0.629438034654666	0
"4356"	0.949	1.23763663663664	1.77398404251538	0.697659396575947	0
"3631"	0.959	1.37269169169168	1.85170968379907	0.741310424469671	0
"4168"	0.975	1.37775275275276	1.93138082714942	0.713351159639614	0
"2550"	1.011	1.6184974974975	2.35516163453338	0.68721291726466	0
"3712"	0.989	1.30818718718719	2.07665749535328	0.629948458094018	0
"4609"	0.99	1.59349349349349	2.08926419145137	0.762705597508242	0
"4695"	0.992	1.48341941941941	2.11484699445046	0.701431083814586	0
"3274"	0.96	1.23763763763764	1.8571338651215	0.66642349314796	0
"4565"	0.998	1.51551151151151	2.18973917563383	0.692096816084428	0
"3173"	0.944	1.28214614614615	1.72228273459438	0.74444579881834	0
"4537"	0.973	1.29356456456456	1.91934124611732	0.673962781335183	0
"3033"	0.982	1.44512112112112	1.99716265620782	0.72358709323411	0
"3663"	0.961	1.37685585585586	1.86203780084768	0.739434964869699	0
"4824"	0.983	1.53624724724724	2.00770390222144	0.765176202301275	0
"4496"	0.974	1.3746986986987	1.9248735544064	0.714176105517031	0
"3046"	0.942	1.32796396396397	1.70410842298715	0.779271991177745	0
"3338"	0.991	1.40632532532533	2.10202127835048	0.669034771345847	0
"4806"	0.932	1.18055655655656	1.67368154598259	0.705365103289987	0
"3247"	0.963	1.2769079079079	1.87083063224787	0.682535279195029	0
"3899"	0.967	1.26317417417417	1.88820986469503	0.668979755795419	0
"4123"	0.994	1.48945345345346	2.14036971849935	0.695886061450046	0
"3227"	0.958	1.2695055055055	1.84563016516264	0.687843929660541	0
"4539"	0.987	1.43226326326327	2.05221498758895	0.697910926450237	0
"2985"	0.986	1.45325725725725	2.04053558400652	0.712194028199123	0
"2685"	0.98	1.41501501501502	1.97674349726153	0.715831374670155	0
"3847"	0.977	1.31979079079079	1.94815322145631	0.677457386952453	0
"4406"	1.003	1.53652752752753	2.25367679650034	0.681786993553622	0
"3357"	0.972	1.41663263263262	1.91438491751498	0.73999362389019	0
"4720"	0.976	1.38681081081082	1.93926609067822	0.71512146655738	0
"4498"	0.956	1.2332972972973	1.83154059998836	0.673366070784963	0
"3942"	0.99	1.5054054054054	2.08926419145137	0.72054334323302	0
"3851"	0.97	1.39649649649649	1.90461583167174	0.733216889870512	0
"4748"	0.948	1.18047647647648	1.76427821908298	0.669098821097533	0
"4015"	0.974	1.32865265265265	1.9248735544064	0.690254510282562	0
"2713"	0.97	1.32042042042042	1.90461583167174	0.693273886766677	0
"907"	2.976	95.9313553553554	4.7792947245906	19.8627633613601	1
"4919"	0.952	1.22492092092092	1.79981613554631	0.680581142000438	0
"2627"	0.966	1.27411811811812	1.88354513889431	0.676446819249611	0
"4293"	0.949	1.21561461461462	1.77398404251538	0.685245518269129	0
"4810"	0.968	1.39437037037037	1.89331977948195	0.736468495962101	0
"4141"	0.967	1.37328428428428	1.88820986469503	0.727294306613579	0
"3841"	0.971	1.29545445445446	1.90960805021767	0.678387616928398	0
"3892"	0.963	1.23686786786787	1.87083063224787	0.661132999720947	0
"3320"	0.976	1.39281681681683	1.93926609067822	0.718218517568005	0
"3817"	0.969	1.38342242242241	1.89901520921893	0.728494651178403	0
"4487"	0.997	1.45244344344344	2.1773440158944	0.667071180686535	0
"2673"	0.957	1.30845945945946	1.83885454929147	0.711562238548785	0
"4883"	0.989	1.5203993993994	2.07665749535328	0.732137775632928	0
"2629"	0.972	1.41863463463463	1.91438491751498	0.74103939163715	0
"3588"	0.967	1.28319419419419	1.88820986469503	0.67958240139872	0
"4968"	0.984	1.4551991991992	2.01843168619421	0.720955387865023	0
"3059"	0.953	1.27806906906907	1.80799200171271	0.706899736203678	0
"2565"	0.98	1.42702702702703	1.97674349726153	0.721908041687729	0
"4850"	0.968	1.40237837837838	1.89331977948195	0.740698107935097	0
"3280"	0.97	1.31441441441441	1.90461583167174	0.690120491784795	0
"3363"	0.986	1.46927327327327	2.04053558400652	0.720042955775563	0
"3214"	0.96	1.35575575575576	1.8571338651215	0.730025864703652	0
"2829"	0.972	1.3886046046046	1.91438491751498	0.725352875432763	0
"2702"	0.958	1.27350950950951	1.84563016516264	0.690013380550314	0
"2998"	0.949	1.35575475475476	1.77398404251538	0.76424292567615	0
"3440"	0.956	1.24530930930931	1.83154059998836	0.679924490517559	0
"4252"	0.957	1.27242342342342	1.83885454929147	0.691965236681551	0
"3271"	0.97	1.37247247247247	1.90461583167174	0.720603309942984	0
"4126"	0.976	1.39481881881883	1.93926609067822	0.71925086790488	0
"3720"	0.98	1.44104104104104	1.97674349726153	0.728997486541565	0
"4164"	0.973	1.3336046046046	1.91934124611732	0.694824126403986	0
"4533"	0.952	1.27296896896896	1.79981613554631	0.707277228950155	0
"4094"	0.964	1.35205605605607	1.87499411826544	0.721098825262899	0
"3072"	0.98	1.46506506506507	1.97674349726153	0.741150820576711	0
"2955"	0.947	1.33352452452452	1.75304601849698	0.760689970744669	0
"3015"	0.984	1.40314714714715	2.01843168619421	0.695167023360007	0
"3904"	0.965	1.37715215215215	1.87918616355587	0.732844983035769	0
"3898"	0.961	1.3187977977978	1.86203780084768	0.708255115549976	0
"3119"	0.936	1.20510910910911	1.6729477361561	0.720350721701602	0
"3848"	0.964	1.30801201201202	1.87499411826544	0.697608594752315	0
"4747"	0.982	1.35903503503503	1.99716265620782	0.68048289948279	0
"2953"	0.964	1.32603003003004	1.87499411826544	0.707218234506645	0
"4378"	0.972	1.2925085085085	1.91438491751498	0.67515602357873	0
"2540"	0.971	1.34150050050051	1.90960805021767	0.702500442615741	0
"3744"	0.951	1.3059049049049	1.79128680575885	0.729031722171194	0
"3179"	0.955	1.33230730730731	1.82385134234452	0.73049117347177	0
"2853"	0.95	1.25275275275276	1.78260871745725	0.702763730752815	0
"4200"	0.987	1.41424524524525	2.05221498758895	0.68913113577188	0
"3036"	0.956	1.39145545545545	1.83154059998836	0.759718597264128	0
"3633"	0.961	1.23471371371372	1.86203780084768	0.663098092397275	0
"4135"	0.962	1.29384984984985	1.86655771704156	0.693174305855685	0
"3194"	0.95	1.27477477477478	1.78260871745725	0.715117547833567	0
"4151"	0.928	1.24806406406406	1.70290514496379	0.732902867640702	0
"3763"	0.958	1.29753353353353	1.84563016516264	0.703030085888952	0
"4793"	0.958	1.33356956956957	1.84563016516264	0.722555143896909	0
"3884"	0.972	1.33655255255255	1.91438491751498	0.698162914011828	0
"3750"	0.975	1.40578078078078	1.93138082714942	0.727863071342391	0
"2868"	0.968	1.38235835835836	1.89331977948195	0.730124078002606	0
"4602"	0.968	1.38836436436437	1.89331977948195	0.733296286982354	0
"3295"	0.959	1.41072972972972	1.85170968379907	0.761852542043953	0
"3136"	0.986	1.45926326326326	2.04053558400652	0.715137376040288	0
"4520"	0.971	1.38354254254255	1.90960805021767	0.724516500852011	0
"4917"	0.938	1.17332932932932	1.67970684870625	0.698532205326814	0
"3315"	0.949	1.28168068068069	1.77398404251538	0.722487153189583	0
"4952"	0.963	1.26089189189189	1.87083063224787	0.673974367405397	0
"3534"	0.984	1.41515915915916	2.01843168619421	0.701118184399626	0
"2957"	0.969	1.3714104104104	1.89901520921893	0.722169261074259	0
"4108"	0.986	1.45125525525525	2.04053558400652	0.711212912252067	0
"4501"	0.96	1.42782782782783	1.8571338651215	0.768834091415601	0
"3495"	0.936	1.22913313313314	1.6729477361561	0.734711017307264	0
"3687"	0.978	1.35086686686687	1.9573782279445	0.690140948530653	0
"2876"	0.949	1.26566466466467	1.77398404251538	0.713458878057351	0
"4935"	0.985	1.35412912912913	2.02931960586645	0.66728233700328	0
"4659"	0.966	1.39423823823825	1.88354513889431	0.74022024184496	0
"4527"	0.967	1.32123223223223	1.88820986469503	0.699727428044995	0
"4417"	0.956	1.26132532532533	1.83154059998836	0.688669050161018	0
"3525"	0.947	1.26946046046045	1.75304601849698	0.724145542710205	0
"4194"	0.975	1.48586086086086	1.93138082714942	0.769325676207468	0
"3169"	0.926	1.14566966966967	1.721862124539	0.665366670967573	0
"3589"	0.972	1.38059659659659	1.91438491751498	0.721169804444928	0
"2561"	0.98	1.51311311311311	1.97674349726153	0.765457488647005	0
"4092"	0.972	1.40462062062061	1.91438491751498	0.733719017408436	0
"4811"	0.957	1.27842942942943	1.83885454929147	0.695231403659423	0
"4733"	0.988	1.47733333333332	2.06428147224683	0.715664677126302	0
"3983"	0.967	1.40131231231231	1.88820986469503	0.742138010458202	0
"4414"	0.963	1.30893993993994	1.87083063224787	0.699657102774293	0
"3653"	0.979	1.49605505505506	1.96691657433647	0.760609308282299	0
"3249"	0.959	1.31863763763763	1.85170968379907	0.712118994232533	0
"4599"	0.956	1.32739139139139	1.83154059998836	0.72474035869029	0
"3195"	0.961	1.34482382382383	1.86203780084768	0.722232289382955	0
"3560"	0.964	1.29800200200201	1.87499411826544	0.69226990599991	0
"2669"	0.926	1.14166566566567	1.721862124539	0.663041279203076	0
"4798"	0.961	1.33281181181182	1.86203780084768	0.715781286075426	0
"4588"	0.972	1.35457057057056	1.91438491751498	0.70757482373446	0
"4929"	0.969	1.42346246246245	1.89901520921893	0.749579284858881	0
"4719"	0.939	1.29257157157158	1.68392811240508	0.767593083130759	0
"2835"	0.928	1.34616216216216	1.70290514496379	0.790509187281122	0
"4714"	0.971	1.41157057057058	1.90960805021767	0.739193873009523	0
"4577"	0.981	1.38802702702703	1.98683396766371	0.698612490835957	0
"3482"	0.971	1.36552452452453	1.90960805021767	0.71508104732218	0
"3551"	0.942	1.24988588588589	1.70410842298715	0.733454438124863	0
"3901"	0.965	1.36514014014014	1.87918616355587	0.726452847841839	0
"4664"	0.973	1.40167267267267	1.91934124611732	0.73028841302095	0
"4589"	0.962	1.3479039039039	1.86655771704156	0.722133525043254	0
"3516"	0.951	1.26386286286286	1.79128680575885	0.705561420315076	0
"3261"	0.989	1.53241141141142	2.07665749535328	0.737922076625696	0
"2976"	0.965	1.41719219219219	1.87918616355587	0.754152100348869	0
"2558"	0.948	1.31461061061061	1.76427821908298	0.745126588534265	0
"3597"	0.959	1.43875775775775	1.85170968379907	0.776988839203951	0
"3328"	0.948	1.2024984984985	1.76427821908298	0.681580991870728	0
"2907"	0.969	1.28332232232232	1.89901520921893	0.675783066977204	0
"4667"	0.95	1.24274274274275	1.78260871745725	0.697148359352473	0
"3263"	0.954	1.29317717717718	1.81594845575885	0.712122182254775	0
"2590"	0.957	1.35450550550551	1.83885454929147	0.736602852045805	0
"3591"	0.948	1.26255855855856	1.76427821908298	0.715623275797623	0
"3134"	0.968	1.40438038038038	1.89331977948195	0.741755510928347	0
"3268"	0.977	1.43590690690691	1.94815322145631	0.737060561300985	0
"4216"	0.981	1.41205105105105	1.98683396766371	0.710704102120554	0
"3303"	0.971	1.34150050050051	1.90960805021767	0.70250044261574	0
"2535"	0.929	1.19515415415415	1.69678512476924	0.704363880085696	0
"2605"	0.946	1.22030430430431	1.74150773478787	0.70071713144182	0
"4364"	0.978	1.45897497497498	1.9573782279445	0.745372025777094	0
"3115"	0.987	1.54637737737738	2.05221498758895	0.753516267413164	0
"4346"	0.965	1.31909409409409	1.87918616355587	0.701949662931774	0
"4711"	1.005	1.61058558558559	2.27959623909604	0.706522303363801	0
"3353"	0.952	1.32902502502502	1.79981613554631	0.738422663724825	0
"2597"	0.92	1.22482482482482	1.73214700990067	0.707113667502776	0
"2601"	0.947	1.3175085085085	1.75304601849698	0.751553863736053	0
"4170"	0.949	1.26166066066067	1.77398404251538	0.711201809274293	0
"3575"	0.943	1.30505605605605	1.71383726044248	0.761481901565797	0
"3958"	0.944	1.22208608608609	1.72228273459438	0.709573440840366	0
"4676"	0.975	1.40177677677678	1.93138082714942	0.725789941099137	0
"2762"	0.953	1.34213313313313	1.80799200171271	0.742333556709178	0
"4088"	0.949	1.31371271271272	1.77398404251538	0.740543703454044	0
"3450"	0.94	1.2976976976977	1.68847399968033	0.768562440371236	0
"2708"	0.937	1.21424524524524	1.67598761642866	0.724495356256069	0
"3646"	0.959	1.37669569569569	1.85170968379907	0.743472752635385	0
"4755"	0.965	1.40518018018018	1.87918616355587	0.74775996515494	0
"3557"	0.95	1.22472472472473	1.78260871745725	0.687040690831857	0
"2677"	0.939	1.30658558558559	1.68392811240508	0.775915299447938	0
"4150"	0.959	1.26258158158157	1.85170968379907	0.681846399912538	0
"4468"	0.961	1.35082982982983	1.86203780084768	0.72545779103672	0
"2728"	0.957	1.37852952952953	1.83885454929147	0.749667519957294	0
"3373"	0.969	1.39143043043042	1.89901520921893	0.732711577914498	0
"4866"	0.978	1.42093693693694	1.9573782279445	0.725938868968162	0
"4125"	0.953	1.32411511511511	1.80799200171271	0.732367794692006	0
"3603"	0.937	1.21224324324324	1.67598761642866	0.723300835495667	0
"4948"	0.941	1.22674574574575	1.69502138358581	0.723734672391313	0
"4638"	0.976	1.37680080080081	1.93926609067822	0.709959714873005	0
"4742"	0.959	1.3867057057057	1.85170968379907	0.748878573049669	0
"4140"	0.976	1.3627867867868	1.93926609067822	0.702733262514879	0
"4276"	0.957	1.4506016016016	1.83885454929147	0.788861523691762	0
"4030"	0.962	1.29184784784785	1.86655771704156	0.692101742182071	0
"3606"	0.987	1.5704014014014	2.05221498758895	0.765222654984307	0
"2791"	0.942	1.19182782782783	1.70410842298715	0.699384975598361	0
"4776"	0.967	1.3872982982983	1.88820986469503	0.73471615853589	0
"3029"	0.954	1.30919319319319	1.81594845575885	0.720941824665451	0
"4444"	0.971	1.48564464464465	1.90960805021767	0.777984070854378	0
"4326"	0.963	1.34897997997998	1.87083063224787	0.721059382248374	0
"2616"	0.963	1.42105205205205	1.87083063224787	0.75958348530172	0
"3142"	0.966	1.30615015015015	1.88354513889431	0.693453065275037	0
"3494"	0.974	1.33065465465466	1.9248735544064	0.691294579640583	0
"4912"	0.989	1.48836736736737	2.07665749535328	0.716712972985545	0
"4114"	0.941	1.21273173173173	1.69502138358581	0.715466921819124	0
"4684"	0.948	1.26856456456456	1.76427821908298	0.719027504190313	0
"3985"	0.955	1.34832332332333	1.82385134234452	0.739272599701074	0
"3120"	0.959	1.33265165165164	1.85170968379907	0.719687142812532	0
"2748"	0.949	1.34574474474475	1.77398404251538	0.758600253718506	0
"4704"	0.974	1.3706946946947	1.9248735544064	0.712095966800992	0
"4937"	0.941	1.29681581581581	1.69502138358581	0.765073425252258	0
"4962"	0.948	1.27056656656657	1.76427821908298	0.720162246987876	0
"4176"	0.988	1.48133733733733	2.06428147224683	0.717604337031134	0
"4167"	0.95	1.28278278278279	1.78260871745725	0.719609844953841	0
"3931"	0.968	1.31028628628629	1.89331977948195	0.692057570245637	0
"4640"	0.954	1.29718118118118	1.81594845575885	0.714327092857443	0
"4047"	0.965	1.49927427427427	1.87918616355587	0.797831690840726	0
"4115"	0.95	1.45495495495496	1.78260871745725	0.816194233039728	0
"3008"	0.954	1.31119519519519	1.81594845575885	0.722044279966786	0
"2549"	0.953	1.27006106106106	1.80799200171271	0.702470508640492	0
"3765"	0.955	1.31228728728729	1.82385134234452	0.71951439068514	0
"3674"	0.968	1.39036636636637	1.89331977948195	0.734353689975603	0
"4765"	0.959	1.34666566566566	1.85170968379907	0.72725529139253	0
"2723"	0.941	1.2828018018018	1.69502138358581	0.756805674680068	0
"4885"	0.952	1.2109069069069	1.79981613554631	0.67279478330677	0
"3262"	0.955	1.29226726726727	1.82385134234452	0.70853760789851	0
"3965"	0.954	1.26114514514514	1.81594845575885	0.694482897433418	0
"2731"	0.959	1.39671571571571	1.85170968379907	0.754284393463954	0
"3927"	0.938	1.26942542542542	1.67970684870625	0.755742245382383	0
"4619"	0.956	1.30136536536537	1.83154059998836	0.710530449269667	0
"2765"	0.956	1.34741141141141	1.83154059998836	0.735671058244614	0
"2803"	0.967	1.32523623623623	1.88820986469503	0.701847957165655	0
"4272"	0.978	1.36287887887888	1.9573782279445	0.696277734891367	0
"4579"	0.957	1.3444954954955	1.83885454929147	0.731159240416018	0
"2984"	0.954	1.34723123123123	1.81594845575885	0.741888475390812	0
"2912"	0.946	1.3083923923924	1.74150773478787	0.751298639825886	0
"4251"	0.943	1.30505605605605	1.71383726044248	0.761481901565798	0
"3426"	0.967	1.30721821821822	1.88820986469503	0.692305576122683	0
"4137"	1.003	1.62261361361361	2.25367679650034	0.719985055591517	0
"4169"	0.93	1.20630630630631	1.6907634884466	0.713468391380162	0
"4641"	0.974	1.44677077077077	1.9248735544064	0.751618602405768	0
"4788"	0.938	1.27142742742742	1.67970684870625	0.756934121216873	0
"4569"	0.925	1.17855355355355	1.72803013817804	0.682021411267841	0
"3662"	0.952	1.24293893893893	1.79981613554631	0.690592174606582	0
"3475"	0.952	1.22091691691691	1.79981613554631	0.678356468087961	0
"3684"	0.928	1.16998598598598	1.70290514496379	0.687052939763635	0
"2840"	0.966	1.37221621621622	1.88354513889431	0.728528447702479	0
"4781"	0.945	1.30528028028028	1.73086102987915	0.754121941477538	0
"4026"	0.962	1.32588188188188	1.86655771704156	0.710335324633502	0
"3586"	0.958	1.39563163163163	1.84563016516264	0.756181632688389	0
"4805"	0.982	1.43110710710711	1.99716265620782	0.71657013146064	0
"2930"	0.948	1.38267867867868	1.76427821908298	0.783707843651412	0
"4434"	0.945	1.2312062062062	1.73086102987915	0.711325857450361	0
"4681"	0.963	1.371002002002	1.87083063224787	0.732830635959118	0
"3413"	0.968	1.44442042042042	1.89331977948195	0.762903570793329	0
"3022"	0.967	1.34325425425425	1.88820986469503	0.711390338208627	0
"2701"	0.95	1.37687687687688	1.78260871745725	0.772394336117058	0
"3431"	0.962	1.30786386386386	1.86655771704156	0.70068225157098	0
"3627"	0.938	1.26942542542542	1.67970684870625	0.755742245382382	0
"3128"	0.978	1.478994994995	1.9573782279445	0.755600003044955	0
"4852"	0.962	1.34990590590591	1.86655771704156	0.723206088716867	0
"3659"	0.943	1.20495595595595	1.71383726044248	0.703074897347524	0
"3232"	0.979	1.46602502502503	1.96691657433647	0.745341741562973	0
"2572"	0.974	1.4707947947948	1.9248735544064	0.764099434702012	0
"2790"	0.964	1.34004404404405	1.87499411826544	0.714692398760012	0
"3645"	0.956	1.3394034034034	1.83154059998836	0.731298778422884	0
"4034"	0.95	1.34284284284285	1.78260871745725	0.753302073355895	0
"3298"	0.939	1.26053953953954	1.68392811240508	0.748570874405779	0
"3183"	0.956	1.28534934934935	1.83154059998836	0.701785889626208	0
"3583"	0.972	1.38259859859859	1.91438491751498	0.722215572191887	0
"4316"	0.966	1.45429829829831	1.88354513889431	0.772106953142634	0
"2807"	0.943	1.26301401401401	1.71383726044248	0.736950959794123	0
"3731"	0.941	1.26478378378378	1.69502138358581	0.746175709658682	0
"4983"	0.967	1.45536636636636	1.88820986469503	0.770765153587118	0
"2508"	0.965	1.28906406406406	1.87918616355587	0.685969324946949	0
"4254"	0.964	1.31401801801803	1.87499411826544	0.700811808003759	0
"4440"	0.948	1.36265865865866	1.76427821908298	0.772360415675782	0
"1686"	1.074	2.58711111111111	3.08375858940618	0.838947354698504	0
"2648"	0.941	1.19471371371371	1.69502138358581	0.704836956797739	0
"3400"	0.958	1.38361961961962	1.84563016516264	0.749673280019071	0
"3837"	0.939	1.2124914914915	1.68392811240508	0.720037561318307	0
"2897"	0.938	1.3475035035035	1.67970684870625	0.802225402927534	0
"4195"	0.98	1.45705705705706	1.97674349726153	0.737099709231663	0
"3974"	0.949	1.28168068068069	1.77398404251538	0.722487153189582	0
"3617"	0.946	1.20428828828829	1.74150773478787	0.691520493553807	0
"4927"	0.958	1.29352952952953	1.84563016516264	0.700860634999179	0
"4779"	0.957	1.31646746746747	1.83885454929147	0.715917127852614	0
"4012"	0.959	1.32063963963963	1.85170968379907	0.71320015831539	0
"3047"	0.941	1.30882782782782	1.69502138358581	0.772160068599847	0
"2531"	0.946	1.24833233233234	1.74150773478787	0.71681124774584	0
"3632"	0.936	1.30721121121122	1.6729477361561	0.781381978025667	0
"2776"	0.96	1.35175175175176	1.8571338651215	0.727869852108544	0
"4882"	0.967	1.41132232232232	1.88820986469503	0.747439333259853	0
"4626"	0.972	1.38059659659659	1.91438491751498	0.721169804444928	0
"3069"	0.934	1.20685085085085	1.66961883069572	0.722830162587444	0
"4725"	0.969	1.43747647647647	1.89901520921893	0.756958906647049	0
"4129"	0.96	1.32172172172173	1.8571338651215	0.711699757645232	0
"3959"	0.97	1.37247247247247	1.90461583167174	0.720603309942985	0
"3415"	0.977	1.48996096096096	1.94815322145631	0.764806866601164	0
"4726"	0.923	1.15422522522523	1.73104873287961	0.666778007633073	0
"2891"	0.946	1.36845245245246	1.74150773478787	0.785786031905931	0
"4018"	0.949	1.2916906906907	1.77398404251538	0.728129825147226	0
"3160"	0.941	1.23875775775776	1.69502138358581	0.730821315738903	0
"4202"	0.977	1.38185285285285	1.94815322145631	0.709314256000806	0
"3838"	0.942	1.20984584584585	1.70410842298715	0.709958257072103	0
"4339"	0.95	1.34884884884885	1.78260871745725	0.7566712961961	0
"3875"	0.939	1.24652552552553	1.68392811240508	0.740248658088599	0
"4449"	0.951	1.26786686686686	1.79128680575885	0.707796687158515	0
"2711"	0.953	1.31810910910911	1.80799200171271	0.729045874019615	0
"3938"	0.953	1.28407507507507	1.80799200171271	0.710221656876069	0
"2737"	0.942	1.30193793793794	1.70410842298715	0.763999473493451	0
"4908"	0.981	1.48612512512513	1.98683396766371	0.747986570248062	0
"3673"	0.945	1.28125625625625	1.73086102987915	0.740242130441697	0
"3073"	0.982	1.44912512512512	1.99716265620782	0.725591939455103	0
"2678"	0.943	1.27302402402402	1.71383726044248	0.74279166021595	0
"2611"	0.943	1.31106206206206	1.71383726044248	0.764986321818893	0
"2753"	0.943	1.22697797797798	1.71383726044248	0.715924438275544	0
"4367"	0.941	1.31082982982983	1.69502138358581	0.773341175824446	0
"3574"	0.972	1.41262862862862	1.91438491751498	0.737902088396272	0
"4566"	0.958	1.34357957957958	1.84563016516264	0.727978771121341	0
"2811"	0.957	1.38453553553554	1.83885454929147	0.752933686935166	0
"4802"	0.937	1.13816916916917	1.67598761642866	0.679103567360764	0
"4799"	0.978	1.53505105105105	1.9573782279445	0.78423833939496	0
"3163"	0.939	1.25853753753754	1.68392811240508	0.747381986360466	0
"2808"	0.955	1.25422922922923	1.82385134234452	0.687681720603911	0
"4873"	0.927	1.2309019019019	1.71236081622488	0.718833256542029	0
"3412"	0.968	1.38836436436437	1.89331977948195	0.733296286982354	0
"3054"	0.925	1.20457957957958	1.72803013817804	0.6970825062401	0
"4914"	0.951	1.29789689689689	1.79128680575885	0.724561188484315	0
"2824"	0.952	1.21891491491491	1.79981613554631	0.677244131131723	0
"4808"	0.969	1.33537437437437	1.89901520921893	0.703193090761827	0
"3087"	0.962	1.31186786786787	1.86655771704156	0.702827378918208	0
"3877"	0.949	1.24364264264265	1.77398404251538	0.701044999750534	0
"4475"	0.966	1.47031431431432	1.88354513889431	0.780610076155346	0
"3078"	0.968	1.47645245245245	1.89331977948195	0.779822018685316	0
"4767"	0.953	1.24603703703704	1.80799200171271	0.68918282595093	0
"3692"	0.972	1.3906066066066	1.91438491751498	0.726398643179723	0
"3725"	0.965	1.35513013013013	1.87918616355587	0.721126068513563	0
"4109"	0.952	1.48518118118118	1.79981613554631	0.825184946311405	0
"3321"	0.939	1.22650550550551	1.68392811240508	0.728359777635487	0
"3945"	0.93	1.15225225225226	1.6907634884466	0.681498187136092	0
"3157"	0.949	1.32172072072072	1.77398404251538	0.74505784102016	0
"2768"	0.955	1.27424924924925	1.82385134234452	0.698658503390542	0
"3269"	0.968	1.35633233233233	1.89331977948195	0.716377839090368	0
"3513"	0.936	1.23513913913914	1.6729477361561	0.73830109120868	0
"4394"	0.967	1.41132232232232	1.88820986469503	0.747439333259853	0
"4610"	0.965	1.38315815815816	1.87918616355587	0.736041050632734	0
"3203"	0.955	1.36834334334335	1.82385134234452	0.750249382487705	0
"4318"	0.964	1.44014414414415	1.87499411826544	0.768079286284066	0
"4385"	0.956	1.29535935935936	1.83154059998836	0.70725123940337	0
"3209"	0.958	1.3635995995996	1.84563016516264	0.738826025570206	0
"2869"	0.974	1.49481881881882	1.9248735544064	0.776580266998258	0
"3870"	0.942	1.30994594594595	1.70410842298715	0.768698709704004	0
"2935"	0.931	1.15139039039039	1.68186964781436	0.684589552993394	0
"4794"	0.94	1.23963963963964	1.68847399968033	0.734177511690634	0
"3229"	0.967	1.41933033033033	1.88820986469503	0.751680391501174	0
"3342"	0.949	1.35375275275276	1.77398404251538	0.763114391284623	0
"4055"	0.963	1.42505605605605	1.87083063224787	0.761723713249127	0
"4070"	0.916	1.13608008008008	1.72683036721382	0.657899062727919	0
"2680"	0.983	1.50221321321321	2.00770390222144	0.748224482480252	0
"3939"	0.92	1.19079079079079	1.73214700990067	0.687465200115481	0
"4016"	0.93	1.21231231231232	1.6907634884466	0.71702063629617	0
"2774"	0.928	1.20602202202202	1.70290514496379	0.708214444937665	0
"3108"	0.933	1.2817927927928	1.66969063518913	0.767682806490438	0
"3643"	0.941	1.22674574574574	1.69502138358581	0.723734672391313	0
"4315"	0.959	1.32464364364364	1.85170968379907	0.715362486481103	0
"4239"	0.948	1.31260860860861	1.76427821908298	0.743991845736703	0
"4879"	0.959	1.29861761761761	1.85170968379907	0.701307353403963	0
"2800"	0.955	1.28626126126126	1.82385134234452	0.70524457306252	0
"4576"	0.945	1.30928428428428	1.73086102987915	0.756435243316845	0
"2580"	0.968	1.34632232232232	1.89331977948195	0.711090824124121	0
"3975"	0.955	1.39036536536537	1.82385134234452	0.762323843552997	0
"4677"	0.934	1.33898298298298	1.66961883069572	0.801969262903576	0
"2988"	0.95	1.29079079079079	1.78260871745725	0.724102142074115	0
"4796"	0.933	1.2877987987988	1.66969063518913	0.771279883625225	0
"2927"	0.958	1.29152752752753	1.84563016516264	0.699775909554292	0
"2982"	0.954	1.34122522522522	1.81594845575885	0.738581109486808	0
"2816"	0.936	1.33523923923924	1.6729477361561	0.798135656232271	0
"4290"	0.934	1.20284684684685	1.66961883069572	0.720432008032409	0
"4639"	0.932	1.17655255255256	1.67368154598259	0.702972770044983	0
